Atractus natans	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	natans	HOOGMOED & PRUDENTE	2003		No	No
Omoadiphas texiguatensis	Dipsadidae, Colubroidea, Serpentes (snakes)	Omoadiphas	texiguatensis	MCCRANIE & CASTANEDA	2004		No	No
Tropidonophis dolasii	Natricidae, Colubroidea, Serpentes (snakes)	Tropidonophis	dolasii	KRAUS & ALLISON	2004		No	No
Atractus edioi	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	edioi	DA SILVA, RODRIGUES SILVA, RIBEIRO, SOUZA & DO AMARAL SOUZA	2005		No	No
Alsophis sanctonum	Dipsadidae, Alsophiini, Colubroidea, Serpentes (snakes)	Alsophis	sanctonum	BARBOUR	1915		No	No
Elaphe sauromates	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Elaphe	sauromates	PALLAS	1811	East-Four-lined Ratsnake	No	No
Atractus thalesdelemai	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	thalesdelemai	PASSOS, FERNANDES & ZANELLA	2005		No	No
Atractus paraguayensis	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	paraguayensis	WERNER	1924		No	No
Boiruna maculata	Dipsadidae, Colubroidea, Serpentes (snakes)	Boiruna	maculata	BOULENGER	1896	Mussurana	No	No
Oxyrhopus erdisii	Dipsadidae, Colubroidea, Serpentes (snakes)	Oxyrhopus	erdisii	BARBOUR	1913		No	No
Thamnosophis martae	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Thamnosophis	martae	GLAW, FRANZEN & VENCES	2005		No	No
Macrocalamus chanardi	Colubridae, Calamariinae, Colubroidea, Serpentes (snakes)	Macrocalamus	chanardi	DAVID & PAUWELS	2005		No	No
Macrocalamus vogeli	Colubridae, Calamariinae, Colubroidea, Serpentes (snakes)	Macrocalamus	vogeli	DAVID & PAUWELS	2005		No	No
Myriopholis rouxestevae	Leptotyphlopidae, Leptotyphlopinae, Myriopholini, Typhlopoidea, Serpentes (snakes)	Myriopholis	rouxestevae	TRAPE & MANE	2004	Roux-Estves woem snake	No	No
Taeniophallus nebularis	Dipsadidae, Colubroidea, Serpentes (snakes)	Taeniophallus	nebularis	SCHARGEL, RIVAS & MYERS	2005		No	No
Micrurus renjifoi	Elapidae, Serpentes (snakes)	Micrurus	renjifoi	LAMAR	2003		Yes	No
Porthidium porrasi	Viperidae, Crotalinae, Serpentes (snakes)	Porthidium	porrasi	LAMAR	2003	Weischwanz-Stlpnasenotter	Yes	Yes
Calamaria thanhi	Colubridae, Calamariinae, Colubroidea, Serpentes (snakes)	Calamaria	thanhi	ZIEGLER & QUYET	2005	Thanhs Zwergschlange	No	No
Eryx borrii	Boidae (Erycinae, Erycidae), Henophidia, Serpentes (snakes)	Eryx	borrii	LANZA & NISTRI	2005		No	Yes
Enhydris chanardi	Homalopsidae, Serpentes (snakes)	Enhydris	chanardi	MURPHY & VORIS	2005	Chanards Mud Snake, Sind River Snake	No	No
Tricheilostoma greenwelli	Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes (snakes)	Tricheilostoma	greenwelli	WALLACH & BOUNDY	2005		No	No
Thrasops schmidti	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Thrasops	schmidti	LOVERIDGE	1936	Schmidts bold-eyed Tree Snake	No	No
Epicrates maurus	Boidae (Boinae), Henophidia, Serpentes (snakes)	Epicrates	maurus	GRAY	1849	Brown Rainbow Boa	No	Yes
Laticauda saintgironsi	Elapidae (Laticaudinae), Serpentes (snakes)	Laticauda	saintgironsi	COGGER & HEATWOLE	2005		Yes	No
Laticauda guineai	Elapidae (Laticaudinae), Serpentes (snakes)	Laticauda	guineai	HEATWOLE, BUSACK & COGGER	2005		Yes	No
Heteroliodon fohy	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Heteroliodon	fohy	GLAW, VENCES & NUSSBAUM	2005		No	No
Apostolepis ammodites	Dipsadidae, Colubroidea, Serpentes (snakes)	Apostolepis	ammodites	FERRAREZZI, ERRITTO BARBO &  ESPAA ALBUQUERQUE	2005		No	No
Helicops tapajonicus	Dipsadidae, Colubroidea, Serpentes (snakes)	Helicops	tapajonicus	DA FROTA	2005		No	No
Hydrops caesurus	Dipsadidae, Colubroidea, Serpentes (snakes)	Hydrops	caesurus	SCROCCHI, FERREIRA, GIRAUDO, AVILA & MOTTE	2005		No	No
Lampropeltis webbi	Colubridae, Colubrinae, Lampropeltini, Colubroidea, Serpentes (snakes)	Lampropeltis	webbi	BRYSON, DIXON & LAZCANO	2005		No	No
Compsophis fatsibe	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Compsophis	fatsibe	MERCURIO & ANDREONE	2005		No	No
Dipsas alternans	Dipsadidae, Colubroidea, Serpentes (snakes)	Dipsas	alternans	FISCHER	1885	Jan's Snail-eater	No	No
Phalotris matogrossensis	Dipsadidae, Colubroidea, Serpentes (snakes)	Phalotris	matogrossensis	LEMA, DAGOSTINI & CAPPELARI	2005	Mato Grosso Burrowing Snake	No	No
Thamnodynastes sertanejo	Dipsadidae, Colubroidea, Serpentes (snakes)	Thamnodynastes	sertanejo	BAILEY, THOMAS & DA SILVA	2005		No	No
Thamnodynastes lanei	Dipsadidae, Colubroidea, Serpentes (snakes)	Thamnodynastes	lanei	BAILEY, THOMAS & DA SILVA	2005		No	No
Clelia plumbea	Dipsadidae, Colubroidea, Serpentes (snakes)	Clelia	plumbea	WIED	1820		No	No
Bungarus slowinskii	Elapidae, Serpentes (snakes)	Bungarus	slowinskii	KUCH, KIZIRIAN, NGUYEN, LAWSON, DONNELLY & MEBS	2005	Red River Kra	Yes	No
Homalophis gyii	Homalopsidae, Serpentes (snakes)	Homalophis	gyii	MURPHY, VORIS & AULIYA	2005	Kapuas Mud Snake	No	No
Gerrhopilus hades	Gerrhopilidae, Typhlopoidea, Serpentes (snakes)	Gerrhopilus	hades	KRAUS	2005		No	No
Clelia langeri	Dipsadidae, Colubroidea, Serpentes (snakes)	Clelia	langeri	REICHLE & EMBERT	2005		No	No
Coniophanes sarae	Dipsadidae, Colubroidea, Serpentes (snakes)	Coniophanes	sarae	PONCE-CAMPOS & SMITH	2001		No	No
Thamnophis bogerti	Natricidae, Colubroidea, Serpentes (snakes)	Thamnophis	bogerti	ROSSMAN & BURBRINK	2005		No	Yes
Thamnophis conanti	Natricidae, Colubroidea, Serpentes (snakes)	Thamnophis	conanti	ROSSMAN & BURBRINK	2005		No	Yes
Thamnophis lineri	Natricidae, Colubroidea, Serpentes (snakes)	Thamnophis	lineri	ROSSMAN & BURBRINK	2005		No	Yes
Sibon lamari	Dipsadidae, Colubroidea, Serpentes (snakes)	Sibon	lamari	SOLORZANO	2001		No	No
Sibon miskitus	Dipsadidae, Colubroidea, Serpentes (snakes)	Sibon	miskitus	MCCRANIE	2006		No	No
Apostolepis nelsonjorgei	Dipsadidae, Colubroidea, Serpentes (snakes)	Apostolepis	nelsonjorgei	DE LEMA & RENNER	2004		No	No
Apostolepis christineae	Dipsadidae, Colubroidea, Serpentes (snakes)	Apostolepis	christineae	DE LEMA	2002		No	No
Hebius andreae	Natricidae, Colubroidea, Serpentes (snakes)	Hebius	andreae	ZIEGLER & LE KHAC QUYET	2006	Andreas Keelback	No	No
Rhabdophis callistus	Natricidae, Colubroidea, Serpentes (snakes)	Rhabdophis	callistus	GNTHER	1873	Boettgers Keelback	Yes	No
Atractus caxiuana	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	caxiuana	DA COSTA PRUDENTE & SANTOS-COSTA	2006		No	No
Micrelaps tchernovi	Lamprophiidae, Aparallactinae, Serpentes (snakes)	Micrelaps	tchernovi	WERNER, BABOCSAY, CARMELY & THUNA	2006	Tchernov' s Chainling	No	No
Atractus matthewi	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	matthewi	MARKEZICH & BARRIO-AMORS	2004		No	No
Atractus meridensis	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	meridensis	ESQUEDA & LA MARCA	2005		No	No
Atractus micheleae	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	micheleae	ESQUEDA & LA MARCA	2005		No	No
Atractus mijaresi	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	mijaresi	ESQUEDA & LA MARCA	2005		No	No
Atractus ochrosetrus	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	ochrosetrus	ESQUEDA & LA MARCA	2005		No	No
Atractus tamaensis	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	tamaensis	ESQUEDA & LA MARCA	2005		No	No
Geophis nephodrymus	Dipsadidae, Colubroidea, Serpentes (snakes)	Geophis	nephodrymus	TOWNSEND & WILSON	2006		No	No
Thamnodynastes ramonriveroi	Dipsadidae, Colubroidea, Serpentes (snakes)	Thamnodynastes	ramonriveroi	MANZANILLA & SNCHEZ	2005		No	No
Tropidophis xanthogaster	Tropidophiidae, Henophidia, Serpentes (snakes)	Tropidophis	xanthogaster	DOMNGUEZ, MORENO & HEDGES	2006		No	No
Trimeresurus andalasensis	Viperidae, Crotalinae, Serpentes (snakes)	Trimeresurus	andalasensis	DAVID, VOGEL, VIJAYAKUMAR & VIDAL	2006		Yes	Yes
Philodryas georgeboulengeri	Dipsadidae, Colubroidea, Serpentes (snakes)	Philodryas	georgeboulengeri	GRAZZIOTIN et al.	2012	Southern Sharpnose Snake	Yes	No
Crotalus oreganus	Viperidae, Crotalinae, Serpentes (snakes)	Crotalus	oreganus	HOLBROOK	1840	abyss	Yes	Yes
Trilepida fuliginosa	Leptotyphlopidae, Typhlopoidea, Serpentes (snakes)	Trilepida	fuliginosa	PASSOS, CARAMASCHI & PINTO	2006		No	No
Atractus tamessari	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	tamessari	KOK	2006		No	No
Dendrelaphis kopsteini	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Dendrelaphis	kopsteini	VOGEL & VAN ROOIJEN	2007	Kopsteins Bronzeback Sna	No	No
Xenochrophis melanzostus	Natricidae, Colubroidea, Serpentes (snakes)	Xenochrophis	melanzostus	GRAVENHORST	1807	Andaman Keelback	No	No
Dendrelaphis caudolineolatus	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Dendrelaphis	caudolineolatus	GNTHER	1869		No	No
Liotyphlops trefauti	Anomalepididae, Typhlopoidea, Serpentes (snakes)	Liotyphlops	trefauti	FREIRE, CARAMASCHI, SUZART ARGOLO	2007		No	No
Calamodontophis ronaldoi	Dipsadidae, Colubroidea, Serpentes (snakes)	Calamodontophis	ronaldoi	FRANCO, DE CARVALHO CINTRA & DE LEMA	2006		No	No
Rhynchocalamus barani	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Rhynchocalamus	barani	OLGUN, AVCI, ILGAZ, ZM & YILMAZ	2007		No	No
Geophis nigroalbus	Dipsadidae, Colubroidea, Serpentes (snakes)	Geophis	nigroalbus	BOULENGER	1908		No	No
Geophis rostralis	Dipsadidae, Colubroidea, Serpentes (snakes)	Geophis	rostralis	JAN	1865		No	No
Prosymna greigerti	Lamprophiidae, Prosymninae, Serpentes (snakes)	Prosymna	greigerti	MOCQUARD	1906		No	No
Myriopholis erythraeus	Leptotyphlopidae, Leptotyphlopinae, Myriopholini, Typhlopoidea, Serpentes (snakes)	Myriopholis	erythraeus	SCORTECCI	1929	Eritrean Worm Snake	No	No
Dasypeltis confusa	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Dasypeltis	confusa	TRAPE & MAN	2006	Confusing Egg Eater	No	No
Dasypeltis gansi	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Dasypeltis	gansi	TRAPE & MAN	2006	Gans Egg Eater	No	No
Dasypeltis sahelensis	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Dasypeltis	sahelensis	TRAPE & MAN	2006	Sahel Egg Eater	No	No
Gonionotophis gabouensis	Lamprophiidae, Lamprophiinae, Serpentes (snakes)	Gonionotophis	gabouensis	TRAPE & MAN	2005	Gabou File Snake	No	No
Atractaspis watsoni	Lamprophiidae, Atractaspidinae, Serpentes (snakes)	Atractaspis	watsoni	BOULENGER	1908	Watsons Burrowing Asp	Yes	No
Rhadinella pegosalyta	Dipsadidae, Colubroidea, Serpentes (snakes)	Rhadinella	pegosalyta	MCCRANIE	2006		No	No
Trimeresurus buniana	Viperidae, Crotalinae, Serpentes (snakes)	Trimeresurus	buniana	GRISMER, GRISMER & MCGUIRE	2006	The Fairy Pitviper	Yes	Yes
Psammophis mossambicus	Lamprophiidae, Psammophiinae, Serpentes (snakes)	Psammophis	mossambicus	PETERS	1882	Olive Whip Snake	No	No
Oxyuranus temporalis	Elapidae, Serpentes (snakes)	Oxyuranus	temporalis	DOUGHTY, MARYAN, DONNELLAN & HUTCHINSON	2007	Western Desert Taipan, Central Ranges Taipan	Yes	No
Letheobia pauwelsi	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	pauwelsi	WALLACH	2005		No	No
Atractus attenuates	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	attenuates	MYERS & SCHARGEL	2006		No	No
Atractus gigas	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	gigas	MYERS & SCHARGEL	2006		No	No
Myriopholis braccianii	Leptotyphlopidae, Leptotyphlopinae, Myriopholini, Typhlopoidea, Serpentes (snakes)	Myriopholis	braccianii	SCORTECCI	1929	Scorteccis Blind Snake	No	No
Myriopholis ionidesi	Leptotyphlopidae, Leptotyphlopinae, Myriopholini, Typhlopoidea, Serpentes (snakes)	Myriopholis	ionidesi	BROADLEY & WALLACH	2007	Ionides worm snake	No	No
Leptotyphlops tanae	Leptotyphlopidae, Leptotyphlopinae, Myriopholini, Typhlopoidea, Serpentes (snakes)	Leptotyphlops	tanae	BROADLEY & WALLACH	2007	Tana worm snake	No	No
Leptotyphlops howelli	Leptotyphlopidae, Leptotyphlopinae, Leptotyphlopini, Typhlopoidea, Serpentes (snakes)	Leptotyphlops	howelli	BROADLEY & WALLACH	2007	Howells worm snake	No	No
Leptotyphlops mbanjensis	Leptotyphlopidae, Leptotyphlopinae, Leptotyphlopini, Typhlopoidea, Serpentes (snakes)	Leptotyphlops	mbanjensis	BROADLEY & WALLACH	2007	Mbanja worm snake	No	No
Leptotyphlops keniensis	Leptotyphlopidae, Leptotyphlopinae, Leptotyphlopini, Typhlopoidea, Serpentes (snakes)	Leptotyphlops	keniensis	BROADLEY & WALLACH	2007	Mount Kenya worm snake	No	No
Leptotyphlops aethiopicus	Leptotyphlopidae, Leptotyphlopinae, Leptotyphlopini, Typhlopoidea, Serpentes (snakes)	Leptotyphlops	aethiopicus	BROADLEY & WALLACH	2007	Ethiopian worm snake	No	No
Leptotyphlops nigroterminus	Leptotyphlopidae, Leptotyphlopinae, Leptotyphlopini, Typhlopoidea, Serpentes (snakes)	Leptotyphlops	nigroterminus	BROADLEY & WALLACH	2007	Black-tip worm snake	No	No
Typhlops proancylops	Typhlopidae (Typhlopinae), Typhlopoidea, Serpentes (snakes)	Typhlops	proancylops	THOMAS & HEDGES	2007	La Selle Blindsnake	No	No
Typhlops agoralionis	Typhlopidae (Typhlopinae), Typhlopoidea, Serpentes (snakes)	Typhlops	agoralionis	THOMAS & HEDGES	2007	La Hotte Blindsnake	No	No
Typhlops sylleptor	Typhlopidae (Typhlopinae), Typhlopoidea, Serpentes (snakes)	Typhlops	sylleptor	THOMAS & HEDGES	2007	Pestel Blindsnake	No	No
Typhlops eperopeus	Typhlopidae (Typhlopinae), Typhlopoidea, Serpentes (snakes)	Typhlops	eperopeus	THOMAS & HEDGES	2007	Bahoruco Blindsnake	No	No
Typhlops perimychus	Typhlopidae (Typhlopinae), Typhlopoidea, Serpentes (snakes)	Typhlops	perimychus	THOMAS & HEDGES	2007	Guantanamo Bay Blindsnake	No	No
Typhlops arator	Typhlopidae (Typhlopinae), Typhlopoidea, Serpentes (snakes)	Typhlops	arator	THOMAS & HEDGES	2007	Cuban Giant Blindsnake	No	No
Typhlops anousius	Typhlopidae (Typhlopinae), Typhlopoidea, Serpentes (snakes)	Typhlops	anousius	THOMAS & HEDGES	2007	Cuban Pallid Blindsnake	No	No
Typhlops notorachius	Typhlopidae (Typhlopinae), Typhlopoidea, Serpentes (snakes)	Typhlops	notorachius	THOMAS & HEDGES	2007	Imias Blindsnake	No	No
Typhlops contorhinus	Typhlopidae (Typhlopinae), Typhlopoidea, Serpentes (snakes)	Typhlops	contorhinus	THOMAS & HEDGES	2007	Cuban Short-nosed Blindsnake	No	No
Typhlops anchaurus	Typhlopidae (Typhlopinae), Typhlopoidea, Serpentes (snakes)	Typhlops	anchaurus	THOMAS & HEDGES	2007	Maisi Blindsnake	No	No
Typhlops satelles	Typhlopidae (Typhlopinae), Typhlopoidea, Serpentes (snakes)	Typhlops	satelles	THOMAS & HEDGES	2007	Cienfuegos Blindsnake	No	No
Sibon manzanaresi	Dipsadidae, Colubroidea, Serpentes (snakes)	Sibon	manzanaresi	MCCRANIE	2007		No	No
Pseudoeryx relictualis	Dipsadidae, Colubroidea, Serpentes (snakes)	Pseudoeryx	relictualis	SCHARGEL, RIVAS-FUENMAYOR, BARROS, PFAUR & NAVARETTE	2007	South American Pond Snake	No	No
Hebius leucomystax	Natricidae, Colubroidea, Serpentes (snakes)	Hebius	leucomystax	DAVID, BAIN, QUANG TRUONG, ORLOV, VOGEL, NGOC THANH & ZIEGLER	2007	White-lipped Keelback	No	No
Micrurus silviae	Elapidae, Serpentes (snakes)	Micrurus	silviae	DI BERNARDO, BORGES-MARTINS & DA SILVA	2007		Yes	No
Liopholidophis dimorphus	Lamprophiidae, Pseudoxyrhophiinae, Serpentes (snakes)	Liopholidophis	dimorphus	GLAW, NAGY, FRANZEN & VENCES	2007		No	No
Tropidolaemus laticinctus	Viperidae, Crotalinae, Serpentes (snakes)	Tropidolaemus	laticinctus	KUCH, GUMPRECHT & MELAUN	2007	Broad-banded Temple Pitviper	Yes	Yes
Lycodon flavicollis	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Lycodon	flavicollis	MUKHERJEE & BHUPATHY	2007		No	No
Tantilla ceboruca	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Tantilla	ceboruca	CANSECO-MRQUEZ, SMITH, PONCE-CAMPOS, FLORES-VILLELA & CAMPBELL	2007	Ceboruco Centipede Snake	No	No
Trimeresurus wiroti	Viperidae, Crotalinae, Serpentes (snakes)	Trimeresurus	wiroti	TRUTNAU	1981	Wirots Pit Viper	Yes	Yes
Conopsis acuta	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Conopsis	acuta	COPE	1886		No	No
Letheobia jubana	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	jubana	BROADLEY & WALLACH	2007		No	No
Letheobia pembana	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	pembana	BROADLEY & WALLACH	2007	Pemba gracile blind-snake	No	No
Letheobia swahilica	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	swahilica	BROADLEY & WALLACH	2007	Swahili gracile blind-snake	No	No
Letheobia toritensis	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	toritensis	BROADLEY & WALLACH	2007	Torit gracile blind-snake	No	No
Letheobia largeni	Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes (snakes)	Letheobia	largeni	BROADLEY & WALLACH	2007	Largens (gracile) blind-snake	No	No
Erythrolamprus dorsocorallinus	Dipsadidae, Colubroidea, Serpentes (snakes)	Erythrolamprus	dorsocorallinus	ESQUEDA, NATERA, LA MARCA & ILIJA-FISTAR	2007		No	No
Opisthotropis maculosa	Natricidae, Colubroidea, Serpentes (snakes)	Opisthotropis	maculosa	STUART & CHUAYNKERN	2007	Yellow-spotted mountain stream snake	No	No
Calamaria butonensis	Colubridae, Calamariinae, Colubroidea, Serpentes (snakes)	Calamaria	butonensis	HOWARD & GILLESPIE	2007		No	No
Calamaria longirostris	Colubridae, Calamariinae, Colubroidea, Serpentes (snakes)	Calamaria	longirostris	HOWARD & GILLESPIE	2007		No	No
Naja ashei	Elapidae, Serpentes (snakes)	Naja	ashei	WSTER & BROADLEY	2007	Ashes spitting cobra	Yes	No
Psammophis trinasalis	Lamprophiidae, Psammophiinae, Serpentes (snakes)	Psammophis	trinasalis	WERNER	1902	Fork-marked Sand Snake	No	No
Psammophis namibensis	Lamprophiidae, Psammophiinae, Serpentes (snakes)	Psammophis	namibensis	BROADLEY	1975	Namib Sand Snake	No	No
Micrelaps boettgeri	Lamprophiidae, Aparallactinae, Serpentes (snakes)	Micrelaps	boettgeri	BOULENGER	1896	Boettger's Two-headed Snake	No	No
Thamnodynastes paraguanae	Dipsadidae, Colubroidea, Serpentes (snakes)	Thamnodynastes	paraguanae	BAILEY & THOMAS	2007		No	No
Thamnodynastes dixoni	Dipsadidae, Colubroidea, Serpentes (snakes)	Thamnodynastes	dixoni	BAILEY & THOMAS	2007		No	No
Thamnodynastes ceibae	Dipsadidae, Colubroidea, Serpentes (snakes)	Thamnodynastes	ceibae	BAILEY & THOMAS	2007		No	No
Naja nigricincta	Elapidae, Serpentes (snakes)	Naja	nigricincta	BOGERT	1940	Western Barred Spitting Cobra	Yes	No
Tropidolaemus subannulatus	Viperidae, Crotalinae, Serpentes (snakes)	Tropidolaemus	subannulatus	GRAY	1842	North Philippine temple pitviper	Yes	Yes
Tropidolaemus philippensis	Viperidae, Crotalinae, Serpentes (snakes)	Tropidolaemus	philippensis	GRAY	1842	South Philippine temple pitviper	Yes	Yes
Atractus eriki	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	eriki	ESQUEDA, LA MARCA & BAZ	2007		No	No
Hydrodynastes melanogigas	Dipsadidae, Colubroidea, Serpentes (snakes)	Hydrodynastes	melanogigas	FRANCO, FERNANDES & BENTIM	2007		No	No
Pseudocerastes urarachnoides	Viperidae, Viperinae, Serpentes (snakes)	Pseudocerastes	urarachnoides	BOSTANCHI, ANDERSON, KAMI & PAPENFUSS	2006		Yes	Yes
Pantherophis spiloides	Colubridae, Colubrinae, Lampropeltini, Colubroidea, Serpentes (snakes)	Pantherophis	spiloides	DUMRIL, BIBRON  & DUMRIL	1854	Midland Rat Snake, Gray Rat Snake	No	No
Pseudoboa martinsi	Dipsadidae, Colubroidea, Serpentes (snakes)	Pseudoboa	martinsi	ZAHER, OLIVEIRA & FRANCO	2008		No	No
Demansia quaesitor	Elapidae, Serpentes (snakes)	Demansia	quaesitor	SHEA	2007		Yes	No
Demansia rimicola	Elapidae, Serpentes (snakes)	Demansia	rimicola	SCANLON	2007		Yes	No
Demansia shinei	Elapidae, Serpentes (snakes)	Demansia	shinei	SHEA	2007		Yes	No
Acutotyphlops banaorum	Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)	Acutotyphlops	banaorum	WALLACH, BROWN, DIESMOS & GEE	2007		No	No
Xylophis captaini	Xenodermatidae, Serpentes (snakes)	Xylophis	captaini	GOWER & WINKLER	2007	Captains Xylophis, Captains wood sna	No	No
Hydrophis pachycercos	Elapidae (Hydrophiinae), Serpentes (snakes)	Hydrophis	pachycercos	FISCHER	1855		Yes	Yes
Elapsoidea boulengeri	Elapidae, Serpentes (snakes)	Elapsoidea	boulengeri	BOETTGER	1895	Boulenger's Garter Snake	Yes	No
Dendrelaphis haasi	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Dendrelaphis	haasi	VAN ROOIJEN & VOGEL	2008	Haass Bronzeback snake	No	No
Apostolepis cerradoensis	Dipsadidae, Colubroidea, Serpentes (snakes)	Apostolepis	cerradoensis	DE LEMA	2003		No	No
Apostolepis serrana	Dipsadidae, Colubroidea, Serpentes (snakes)	Apostolepis	serrana	DE LEMA & RENNER	2006		No	No
Apostolepis striata	Dipsadidae, Colubroidea, Serpentes (snakes)	Apostolepis	striata	DE LEMA	2004		No	No
Atractus charitoae	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	charitoae	SILVA HAAD	2004		No	No
Atractus franciscopaivai	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	franciscopaivai	SILVA HAAD	2004		No	No
Atractus heliobelluomini	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	heliobelluomini	SILVA HAAD	2004		No	No
Opisthotropis cheni	Natricidae, Colubroidea, Serpentes (snakes)	Opisthotropis	cheni	ZHAO	1999		No	No
Platyceps afarensis	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Platyceps	afarensis	SCHTTI & INEICH	2004		No	No
Tantilla marcovani	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Tantilla	marcovani	DE LEMA	2004		No	No
Tropidodipsas repleta	Dipsadidae, Colubroidea, Serpentes (snakes)	Tropidodipsas	repleta	SMITH, LEMOS-ESPINAL, HARTMAN & CHISZAR	2005		No	No
Telescopus tripolitanus	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Telescopus	tripolitanus	WERNER	1909	gyptische Katzennatter	No	No
Macroprotodon abubakeri	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Macroprotodon	abubakeri	WADE	2001		No	No
Dasypeltis abyssina	Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)	Dasypeltis	abyssina	DUMRIL, BIBRON  & DUMRIL	1854		No	No
Atractus zebrinus	Dipsadidae, Colubroidea, Serpentes (snakes)	Atractus	zebrinus	JAN	1862		No	No
Pseudalsophis slevini	Dipsadidae, Colubroidea, Serpentes (snakes)	Pseudalsophis	slevini	VAN DENBURGH	1912	Banded Galapagos Snake	No	No
